name;group;id;url;visibility
b97519c0010e751e6eb578a59c0b25670b572af0;Commit;22;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\b97519c0010e751e6eb578a59c0b25670b572af0;1.2324182606726948
03a79286b8158257bba3b052887c20496cf015d8;Commit;23;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\03a79286b8158257bba3b052887c20496cf015d8;1.395196686054213
74090f3ffe66fe3c9f8a946a170672484ffe1a9c;Commit;24;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\74090f3ffe66fe3c9f8a946a170672484ffe1a9c;2.098393265425551
15c9048018a425f38e27325272f6647542a4e2e3;Commit;25;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\15c9048018a425f38e27325272f6647542a4e2e3;1.7409055823443904
9a80e4eb0d6bafb1f86f594454c7dedeb9efc12d;Commit;26;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\9a80e4eb0d6bafb1f86f594454c7dedeb9efc12d;2.5223445960034123
8f7a68055f91c3352f5318ddd9fa72e02b883bdd;Commit;27;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\8f7a68055f91c3352f5318ddd9fa72e02b883bdd;2.874535374503816
1739276053516ce38c53adf433b5ca2d2b4c922e;Commit;28;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\1739276053516ce38c53adf433b5ca2d2b4c922e;1.938014294976699
9684ad0d011498a4989b1900c7cd6de8672cb6d9;Commit;29;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\9684ad0d011498a4989b1900c7cd6de8672cb6d9;1.5531484462150464
eb8b4c4ad311da251c019e88d5bda23ca0ab457e;Commit;30;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\eb8b4c4ad311da251c019e88d5bda23ca0ab457e;1.011883934420618
a2bd449dec0ee652178b0aec1e6620954fd2e0c1;Commit;31;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\a2bd449dec0ee652178b0aec1e6620954fd2e0c1;2.7991029578821296
d12573ad73f8875dc78755d62c39c00dbfc027f1;Commit;32;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\d12573ad73f8875dc78755d62c39c00dbfc027f1;1.6782699813042767
5c1e7a6a99b51c49b60a03de3c78fcb2c504b19e;Commit;33;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5c1e7a6a99b51c49b60a03de3c78fcb2c504b19e;1.5433490365211864
7a93e513c65c5bfc2e5719f5c29caf23d85e3851;Commit;34;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\7a93e513c65c5bfc2e5719f5c29caf23d85e3851;1.4638979528523708
7281ec628128cfdbad3919a1bd2de86c1f0b8219;Commit;35;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\7281ec628128cfdbad3919a1bd2de86c1f0b8219;2.05015505065186
5de8f792bf07a29dd5f46ecdba0a82fe0a30c121;Commit;36;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5de8f792bf07a29dd5f46ecdba0a82fe0a30c121;1.9284910945983196
2978120c864e710477775a43e66df4e3d7979621;Commit;37;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\2978120c864e710477775a43e66df4e3d7979621;2.688859762924264
6aa05c5487bd218bf30210f4ec16e8dbc11a6fc3;Commit;38;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\6aa05c5487bd218bf30210f4ec16e8dbc11a6fc3;2.335726998689805
d38b001672bc871ae84363b1a72c7f0378368043;Commit;39;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\d38b001672bc871ae84363b1a72c7f0378368043;2.3457877064833985
23ec936bfc1e1a2a4e47d84bc25e60daa5f32d68;Commit;40;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\23ec936bfc1e1a2a4e47d84bc25e60daa5f32d68;1.1731794775269322
db4340dec42aa872f82cabdfb235ba1aeb97a1ca;Commit;41;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\db4340dec42aa872f82cabdfb235ba1aeb97a1ca;2.148195681551714
9f92dd77f3d6dadc115e8b77bd647da3c2f84233;Commit;42;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\9f92dd77f3d6dadc115e8b77bd647da3c2f84233;2.780114210455646
a8e6eb8d46fe621a6366fa883657ee71d9230ddd;Commit;43;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\a8e6eb8d46fe621a6366fa883657ee71d9230ddd;2.078269850311809
4d309801305fa448f175ea884fc8bf2b4ca37f68;Commit;44;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\4d309801305fa448f175ea884fc8bf2b4ca37f68;1.1549067770630155
5c5deb5486d5de99ee3a1316f14b9c97fff11eee;Commit;45;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5c5deb5486d5de99ee3a1316f14b9c97fff11eee;2.724788325692158
b43799d0f7369dd4d773e64fb9a1589a19e0277b;Commit;46;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\b43799d0f7369dd4d773e64fb9a1589a19e0277b;1.6524554907499986
a90db7afccd76604e7289957f135199afc367f99;Commit;47;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\a90db7afccd76604e7289957f135199afc367f99;2.87847228479159
0bb616fadae426f7f12a53c8c7b44f828ff32ba0;Commit;48;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\0bb616fadae426f7f12a53c8c7b44f828ff32ba0;1.7924984038758434
0b14d54402a11283a2ab1792ef515c9d9e89e21c;Commit;49;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\0b14d54402a11283a2ab1792ef515c9d9e89e21c;1.808937682771296
080595b4fd7903b8a1d0c1aa54665d1450265156;Commit;50;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\080595b4fd7903b8a1d0c1aa54665d1450265156;1.9644009640986089
592c42ba5947fc3ba4fec28bcfe0dd7b0cc1d560;Commit;51;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\592c42ba5947fc3ba4fec28bcfe0dd7b0cc1d560;1.6397340334341248
a21f3f8a0a4b9759fa37dcb11fbb592f615cf1e6;Commit;52;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\a21f3f8a0a4b9759fa37dcb11fbb592f615cf1e6;2.2104996515092505
47fa0020fa43d6d931472c9725938e0e950b76ee;Commit;53;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\47fa0020fa43d6d931472c9725938e0e950b76ee;2.069551587322648
ad3385a4156f3741b2159e575da463cac19fd3cb;Commit;54;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\ad3385a4156f3741b2159e575da463cac19fd3cb;2.7135169419159695
9fd85e859f1021c6ed4bbe7442dad00106abdc56;Commit;55;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\9fd85e859f1021c6ed4bbe7442dad00106abdc56;2.311862562919432
d371332a7b7c1837936da51d2c79d6ac7c2b6a42;Commit;56;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\d371332a7b7c1837936da51d2c79d6ac7c2b6a42;1.8656504067411044
066d1356b983a8ef2be5d3cc4b0f50c408d17be4;Commit;57;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\066d1356b983a8ef2be5d3cc4b0f50c408d17be4;2.5987746204100346
999c53b9cab64ce5f4f0936c6a0071904054bd1f;Commit;58;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\999c53b9cab64ce5f4f0936c6a0071904054bd1f;1.67706140464957
13d34909c4126039b895412a2ba78c97cf3bcc5a;Commit;59;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\13d34909c4126039b895412a2ba78c97cf3bcc5a;2.502567114242184
dce4796a795e040e3d344bc99ee8f1c2e16100dd;Commit;60;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\dce4796a795e040e3d344bc99ee8f1c2e16100dd;1.8886616808501187
379ee36aafbf98b679cd285cceb071fc99f6358a;Commit;61;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\379ee36aafbf98b679cd285cceb071fc99f6358a;1.9112179775685156
52488ba66e742150a57a94c14b4edd66c090852b;Commit;62;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\52488ba66e742150a57a94c14b4edd66c090852b;2.7595541675941373
5e7154089fb9280ebbbc9f877cd6de27d211cd37;Commit;63;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5e7154089fb9280ebbbc9f877cd6de27d211cd37;2.1529929297973283
ab8c36afe9e09492fb956092f208c6ab1ece2a1a;Commit;64;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\ab8c36afe9e09492fb956092f208c6ab1ece2a1a;1.285461165530578
c8a293c47daa7b578f758fa3f54afac70ec5e772;Commit;65;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\c8a293c47daa7b578f758fa3f54afac70ec5e772;1.0985920006609888
5c8778039adc0f049d5d8b15bfcdb1cb63141a8b;Commit;66;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5c8778039adc0f049d5d8b15bfcdb1cb63141a8b;1.9517961211540398
99109809f9d90bb40f432a58f31fdb2409e9c9e0;Commit;67;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\99109809f9d90bb40f432a58f31fdb2409e9c9e0;1.9013368146173417
2a12780a7eb51fde31bb5e107273551722eb3925;Commit;68;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\2a12780a7eb51fde31bb5e107273551722eb3925;1.4593937194743416
ced72c59926c61c45a58a5a425a7efa81709cbda;Commit;69;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\ced72c59926c61c45a58a5a425a7efa81709cbda;1.8926400934975391
a038ffe4cd229c1f7112c28d7056554d12993646;Commit;70;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\a038ffe4cd229c1f7112c28d7056554d12993646;1.969891105943878
152ff99af33f021269d12c1a98ddcfb3e63aea6c;Commit;71;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\152ff99af33f021269d12c1a98ddcfb3e63aea6c;1.7207090005936254
e3808b22eb3704d1a4114932ae07aedc9910c2ec;Commit;72;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\e3808b22eb3704d1a4114932ae07aedc9910c2ec;2.36218375204698
ea6077608ef9e094608d8ddb8a3395d78c025110;Commit;73;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\ea6077608ef9e094608d8ddb8a3395d78c025110;1.4798511906776697
dfea8ed87705d6f7056aa2a020e1ccf0850e4689;Commit;74;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\dfea8ed87705d6f7056aa2a020e1ccf0850e4689;1.8621079092696344
2651a6005b430fe578bb5c688cb1636be96cdc3d;Commit;75;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\2651a6005b430fe578bb5c688cb1636be96cdc3d;1.2208867400735879
4fa112fd0ed170c8c25f93a30a8b0bde286ddf4a;Commit;76;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\4fa112fd0ed170c8c25f93a30a8b0bde286ddf4a;1.9088944904849108
b23c8dfa75929f6bf78ab8965e263e30ce0d723c;Commit;77;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\b23c8dfa75929f6bf78ab8965e263e30ce0d723c;1.0283516809925566
87b58f6b6411c091008d92106c72610c7a292ed4;Commit;78;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\87b58f6b6411c091008d92106c72610c7a292ed4;1.7069132505764042
403d7790eb092a96afcc20b3956d780c20a324f0;Commit;79;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\403d7790eb092a96afcc20b3956d780c20a324f0;1.6223868226565776
c7a3859fae36609af95df5023bdda61207b7dfd4;Commit;80;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\c7a3859fae36609af95df5023bdda61207b7dfd4;2.4632722533658984
8954b974fb807477626ca9f9774c607b073d9e2a;Commit;81;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\8954b974fb807477626ca9f9774c607b073d9e2a;2.492119330169881
680a2f77faf543dfea912f3eee7288ab48a44b2a;Commit;82;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\680a2f77faf543dfea912f3eee7288ab48a44b2a;2.298414750484131
f4835373613aa49d4be9260b759644a69d5e1a95;Commit;83;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\f4835373613aa49d4be9260b759644a69d5e1a95;2.6099131972955085
3562241e7374a7ab14da46477c4613f14a5c11bc;Commit;84;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\3562241e7374a7ab14da46477c4613f14a5c11bc;1.409020830303074
6a115d99eadb4b014f73a46eeafe212f37eeef6f;Commit;85;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\6a115d99eadb4b014f73a46eeafe212f37eeef6f;1.071289899619983
6e6dca04fbd0d45635d984afdbc94744b35a2232;Commit;86;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\6e6dca04fbd0d45635d984afdbc94744b35a2232;1.803001128273267
dd5333b35d653b4a484b7ebd616177e93a83ab03;Commit;87;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\dd5333b35d653b4a484b7ebd616177e93a83ab03;2.437406515910226
5ead4d8131315af05d0c5a37aefc1e04a9ef62ec;Commit;88;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5ead4d8131315af05d0c5a37aefc1e04a9ef62ec;1.946806106295366
92bcb96144bfc60b2a3b66b37fdc148b2df4e603;Commit;89;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\92bcb96144bfc60b2a3b66b37fdc148b2df4e603;2.729006089515036
313e9fac821d10655ce92f8bb9b6f8c85c8017ba;Commit;90;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\313e9fac821d10655ce92f8bb9b6f8c85c8017ba;2.0066010747838967
64493907e85e3b3ff7f0cc438b8f9ace10d12d9d;Commit;91;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\64493907e85e3b3ff7f0cc438b8f9ace10d12d9d;1.5598613013577494
ef667eee1678019ea9cc67d7d8750c14857228bb;Commit;92;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\ef667eee1678019ea9cc67d7d8750c14857228bb;2.7004942085488297
69ba14dffdc292741727e732b31f20b76eb1feee;Commit;93;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\69ba14dffdc292741727e732b31f20b76eb1feee;2.6144618089160407
1614b39b93629745dc467b6b45d7ad96bfc31ceb;Commit;94;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\1614b39b93629745dc467b6b45d7ad96bfc31ceb;2.0063674989458753
1572cbf0ef7338c01d6603d510f35c60711dde16;Commit;95;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\1572cbf0ef7338c01d6603d510f35c60711dde16;2.4271775223873044
50965f7f90d7692a8759e1d707f87894cce4b6c8;Commit;96;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\50965f7f90d7692a8759e1d707f87894cce4b6c8;1.5481024890807809
9fe67dbaea55ec7d05051f18c2648511a67ffe8f;Commit;97;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\9fe67dbaea55ec7d05051f18c2648511a67ffe8f;2.2682692335189123
a278f2eb765478614d4d228c4d5ef02b78bc264e;Commit;98;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\a278f2eb765478614d4d228c4d5ef02b78bc264e;2.621440776695613
996c84c8da96b912d93b178c1741e0abf0b4a3ca;Commit;99;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\996c84c8da96b912d93b178c1741e0abf0b4a3ca;1.766436493769909
c2ac6d4fef76e67c3e38695ced30aa47b8825c9c;Commit;100;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\c2ac6d4fef76e67c3e38695ced30aa47b8825c9c;1.410568352836238
c1c03524d85ba2970da5df525c431a43f9a2471a;Commit;101;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\c1c03524d85ba2970da5df525c431a43f9a2471a;1.017437196954314
1510b81aa3dae6c9598b9b21320ebfe0e4bffa9c;Commit;102;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\1510b81aa3dae6c9598b9b21320ebfe0e4bffa9c;1.4518825507495303
99c21384c493a4d9f7b3b1b098897c8f8cc0d986;Commit;103;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\99c21384c493a4d9f7b3b1b098897c8f8cc0d986;1.8327723741636919
6f4c13849d2ecb60608e1eb9d357770815cb4723;Commit;104;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\6f4c13849d2ecb60608e1eb9d357770815cb4723;1.4549880929065817
284597ab813c6b621226838a92b84e5d217de60e;Commit;105;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\284597ab813c6b621226838a92b84e5d217de60e;1.7323386318708596
72571b0522f3cbcddefbe7ec34a7905a48549730;Commit;106;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\72571b0522f3cbcddefbe7ec34a7905a48549730;1.7939191098135843
8f993e105d70b4e4573dccb1b6fc62cbc1f3d562;Commit;107;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\8f993e105d70b4e4573dccb1b6fc62cbc1f3d562;2.1164123674708115
3613e3a0fbb3a419bb728e9ed2e4d70b32ce73e5;Commit;108;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\3613e3a0fbb3a419bb728e9ed2e4d70b32ce73e5;1.1130485003843458
f33c8b5023448635d6c3954c2d79a37edcf4adbd;Commit;109;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\f33c8b5023448635d6c3954c2d79a37edcf4adbd;1.4383794381707662
bb9cfb2baddcef5e60f76fe9eeee2888660bf437;Commit;110;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\bb9cfb2baddcef5e60f76fe9eeee2888660bf437;1.642828135542646
8a9ac5f90e7c6df08e0df4127a3457eaca9cefb8;Commit;111;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\8a9ac5f90e7c6df08e0df4127a3457eaca9cefb8;2.531410146273936
fdf76db72b872eb70adeef7b7a859c90d406ca9d;Commit;112;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\fdf76db72b872eb70adeef7b7a859c90d406ca9d;1.537071339049821
22f320449db67da87fdc7f8a5153e29bff3ae9c6;Commit;113;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\22f320449db67da87fdc7f8a5153e29bff3ae9c6;1.4471507024620285
522a97dfb42d3feedd7b66d8bb64dbb46c607730;Commit;114;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\522a97dfb42d3feedd7b66d8bb64dbb46c607730;2.4004009744832286
badf63b69a04373d2576b0083529401e34af7688;Commit;115;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\badf63b69a04373d2576b0083529401e34af7688;1.2496519767008487
34c917236fe8d18c14393a1e4c34d8c96d27e331;Commit;116;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\34c917236fe8d18c14393a1e4c34d8c96d27e331;2.314063611935995
381ea4c5bf78f325683badb5b93d4dd38a0f86fa;Commit;117;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\381ea4c5bf78f325683badb5b93d4dd38a0f86fa;2.4906906424603736
4c993168da216b73f4978fd8d27f8c5b723c9053;Commit;118;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\4c993168da216b73f4978fd8d27f8c5b723c9053;1.9587469506308461
88f0bff9119e0c88685499df641fdb95248daca4;Commit;119;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\88f0bff9119e0c88685499df641fdb95248daca4;2.1434859925229457
1072ecbe0094fdd56b2262e2243f61f8915e54ed;Commit;120;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\1072ecbe0094fdd56b2262e2243f61f8915e54ed;2.020536552742507
381c35a1ffde56a0592e0cfaa8033841f902636e;Commit;121;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\381c35a1ffde56a0592e0cfaa8033841f902636e;2.596589552943257
f0f6f1293376401ce05278fe77a33b4daa5891f0;Commit;122;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\f0f6f1293376401ce05278fe77a33b4daa5891f0;1.6419994979080215
22011f7a1e8e05a38c6a1e3e5e29b0029851a7af;Commit;123;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\22011f7a1e8e05a38c6a1e3e5e29b0029851a7af;1.3072062191382736
2c3ff2c794b0bfcbefda011f3d413ea917ba6f0b;Commit;124;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\2c3ff2c794b0bfcbefda011f3d413ea917ba6f0b;2.023032776017039
cecc8a3d34d50b190df2396503db83e3acfae3d2;Commit;125;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\cecc8a3d34d50b190df2396503db83e3acfae3d2;2.9025904628685524
50630720598d60fb7e90cb9284ed1ed9c9708ca5;Commit;126;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\50630720598d60fb7e90cb9284ed1ed9c9708ca5;2.3100105906891684
20508df849bf008989503d6d5f0e954500b354b7;Commit;127;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\20508df849bf008989503d6d5f0e954500b354b7;1.750341446727485
8504add610d557d9e6aa7773fa575363f6e238c7;Commit;128;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\8504add610d557d9e6aa7773fa575363f6e238c7;1.7857358129496976
4c171481882c7e66e3d68de9c36dda68734b24d7;Commit;129;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\4c171481882c7e66e3d68de9c36dda68734b24d7;2.920908303852129
62b86ef059c49570178149774a6875851e67f7d2;Commit;130;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\62b86ef059c49570178149774a6875851e67f7d2;2.222849222845748
cd31c3f7149944ffab41dd30058291654ba0ec04;Commit;131;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\cd31c3f7149944ffab41dd30058291654ba0ec04;2.78765752760995
e2737544d10de771299e9ff966996c412a9fd09b;Commit;132;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\e2737544d10de771299e9ff966996c412a9fd09b;2.3003884507147196
527e87bddbb52b053b04e749ea3bfb77a9901518;Commit;133;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\527e87bddbb52b053b04e749ea3bfb77a9901518;2.3929085021787495
521ed73e30f10afd7682c1548270bcc6fe05f7b6;Commit;134;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\521ed73e30f10afd7682c1548270bcc6fe05f7b6;1.0009727462390747
b08fd8f3f9d07900aae9ea090928742025001ee2;Commit;135;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\b08fd8f3f9d07900aae9ea090928742025001ee2;2.596394031491582
5773d83a981e284e6159630a1e0f40d71ba81462;Commit;136;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\5773d83a981e284e6159630a1e0f40d71ba81462;2.9129051362653664
0b85208cc8b39279532c789b925b35f94d255b5f;Commit;137;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\0b85208cc8b39279532c789b925b35f94d255b5f;1.8524793336764058
fa3c20efce5ba3ae6296518350d8105606d27b1b;Commit;138;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\fa3c20efce5ba3ae6296518350d8105606d27b1b;2.1254369991113973
818326ad2a9e7037eb3cb905e638d26cfb3caa10;Commit;139;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\818326ad2a9e7037eb3cb905e638d26cfb3caa10;2.291394460756447
2818cd4a8563ae350bae9febff8b2293d96ab68d;Commit;140;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\2818cd4a8563ae350bae9febff8b2293d96ab68d;1.227820031108517
755cfa41405df4398ee16ef6686d1b0bf9098d84;Commit;141;https:\\gitlab.uw.edu.pl\mp347235\preant\commit\755cfa41405df4398ee16ef6686d1b0bf9098d84;2.9864332963033218
